     [00]part_tag         [01]time         [02]posx         [03]posy         [04]posz         [05]velx         [06]vely         [07]velz       [08]accelx       [09]accely       [10]accelz        [11]anglx        [12]angly        [13]anglz         [14]mass         [15]mdot        [16]ptime
            65538  4.751929394E+13  3.768680608E+18 -2.699187605E+18 -4.124734023E+16 -2.135733636E+05  6.985253272E+04  1.085030187E+05  2.825050537E-08 -9.607420771E-09 -1.154033633E-08 -9.327367115E+53  4.895711375E+53 -6.037566339E+54  7.840490928E+32  3.282519756E+21  4.360291836E+13
            65540  4.751929394E+13 -7.569528902E+18  9.909828469E+18 -9.639544262E+16  1.404269776E+03  7.351182481E+04  7.042285833E+04 -1.253223138E-08  8.846449248E-08  3.291334442E-09 -5.109023826E+54 -1.503037829E+55 -1.940110094E+54  3.552574650E+32  1.334637626E+21  3.846318013E+13
            65538  4.753789573E+13  3.764256488E+18 -2.694200971E+18 -4.066102666E+16 -2.132176456E+05  6.798897875E+04  1.090338043E+05 -1.262120207E-08 -1.360240712E-09  6.982327409E-10 -9.810097085E+53  4.940817817E+53 -6.093804293E+54  8.677348436E+32  4.498801955E+21  4.360291836E+13
            65540  4.753789573E+13 -7.569360490E+18  9.912140651E+18 -9.544429048E+16  8.444995612E+02  6.926183228E+04  7.047271791E+04 -3.513291901E-10  3.108103011E-09  8.946956910E-10 -5.123306386E+54 -1.506679052E+55 -1.927068507E+54  3.776544716E+32  1.204024537E+21  3.846318013E+13
            65538  4.757448248E+13  3.756264967E+18 -2.691905241E+18 -3.653741233E+16 -2.114566139E+05  6.717868539E+04  1.085749838E+05  2.661023491E-08 -8.721797763E-09 -9.167942758E-09 -1.007329216E+54  5.269057646E+53 -6.143512104E+54  9.768934076E+32  2.983554552E+21  4.360291836E+13
            65540  4.757448248E+13 -7.569091214E+18  9.916656246E+18 -9.360194428E+16 -5.810159016E+02  6.725352015E+04  7.139639501E+04 -3.462439948E-09  7.287194828E-08  8.845757289E-09 -5.152673204E+54 -1.514201787E+55 -1.901062152E+54  4.246969246E+32  1.285778410E+21  3.846318013E+13
            65538  4.759306632E+13  3.752390505E+18 -2.690914917E+18 -3.440619626E+16 -2.122040454E+05  6.712941230E+04  1.086721106E+05 -1.330262696E-08 -2.641618824E-09  1.123335624E-09 -1.020020145E+54  5.413996781E+53 -6.173233734E+54  1.030983473E+33  2.910597318E+21  4.360291836E+13
            65540  4.759306632E+13 -7.569005904E+18  9.918649358E+18 -9.267141806E+16 -8.727817081E+02  6.373501724E+04  7.151042780E+04 -5.185646040E-10  1.459584226E-09  9.542634337E-10 -5.167534438E+54 -1.517705128E+55 -1.892328452E+54  4.461613535E+32  1.155005235E+21  3.846318013E+13
            65538  4.762926798E+13  3.744918693E+18 -2.689094536E+18 -2.968748405E+16 -2.110714888E+05  6.664060769E+04  1.073106387E+05  2.513794060E-08 -8.296387528E-09 -9.875581826E-09 -1.023529380E+54  5.630497288E+53 -6.252958308E+54  1.140078962E+33  3.013549352E+21  4.360291836E+13
            65540  4.762926798E+13 -7.568078868E+18  9.930459391E+18 -9.324708115E+16 -7.431181509E+03  2.879042374E+04  7.288573996E+04  3.601120851E-09  6.574286971E-08  1.231508070E-08 -5.188498414E+54 -1.523703288E+55 -1.890106082E+54  8.447302976E+31  1.149900538E+21  3.846318013E+13
            65538  4.764752296E+13  3.741104806E+18 -2.688443891E+18 -2.703478693E+16 -2.119540325E+05  6.696354401E+04  1.069222136E+05 -1.413299435E-08 -3.015065198E-09  1.473281632E-09 -1.028399739E+54  5.699786359E+53 -6.301565796E+54  1.197850966E+33  3.164725591E+21  4.360291836E+13
            65540  4.764752296E+13 -7.568003102E+18  9.932711492E+18 -9.305278824E+16 -7.654138399E+03  2.101059369E+04  7.326173180E+04 -1.021325123E-09 -2.390478487E-09  1.602103766E-09 -5.196845033E+54 -1.526740935E+55 -1.890676217E+54  1.043204366E+32  1.087232433E+21  3.846318013E+13
            65538  4.768349066E+13  3.733662716E+18 -2.686779374E+18 -2.290260761E+16 -2.109642175E+05  6.649237659E+04  1.059646278E+05  2.340556014E-08 -7.601123381E-09 -1.057075310E-08 -1.057440055E+54  5.912094570E+53 -6.406853031E+54  1.293012006E+33  2.645736008E+21  4.360291836E+13
            65540  4.768349066E+13 -7.567913466E+18  9.935505499E+18 -9.221395734E+16 -6.497475962E+03  1.583888219E+04  7.593126269E+04  8.666505622E-09  4.406275709E-08  2.772657916E-08 -5.214111037E+54 -1.533203027E+55 -1.892030115E+54  1.483710310E+32  1.224726465E+21  3.846318013E+13
            65538  4.770155224E+13  3.729961465E+18 -2.685957158E+18 -2.078579444E+16 -2.118390036E+05  6.653251564E+04  1.059476756E+05 -1.499478321E-08 -3.150406332E-09  1.883436117E-09 -1.074797746E+54  5.978038481E+53 -6.466880399E+54  1.342187898E+33  2.722678321E+21  4.360291836E+13
            65540  4.770155224E+13 -7.567917304E+18  9.936314002E+18 -9.176884925E+16 -5.552190694E+03  1.326819288E+04  7.617868278E+04 -1.146684544E-09 -3.383565279E-09  2.064146895E-09 -5.222230262E+54 -1.536448807E+55 -1.892987902E+54  1.690767210E+32  1.146393698E+21  3.846318013E+13
            65538  4.773746333E+13  3.721641642E+18 -2.684129796E+18 -1.661202389E+16 -2.104631823E+05  6.676868303E+04  1.054718036E+05  2.193244903E-08 -6.714518331E-09 -9.757316316E-09 -1.106849842E+54  6.148157114E+53 -6.578905379E+54  1.435048419E+33  2.585845369E+21  4.360291836E+13
            65540  4.773746333E+13 -7.567874204E+18  9.937584857E+18 -9.069289686E+16 -2.385618857E+03  1.443745617E+04  7.886298824E+04  1.379094576E-08  5.050598841E-08  2.996165340E-08 -5.240075556E+54 -1.543204817E+55 -1.894568751E+54  2.144045879E+32  1.262224829E+21  3.846318013E+13
            65538  4.775541313E+13  3.717138367E+18 -2.683266226E+18 -1.443163055E+16 -2.110414099E+05  6.732390165E+04  1.057606044E+05 -1.543168217E-08 -3.278528775E-09  2.369972319E-09 -1.129710051E+54  6.266799916E+53 -6.659668677E+54  1.495750989E+33  3.381797332E+21  4.360291836E+13
            65540  4.775541313E+13 -7.567844881E+18  9.938040392E+18 -9.017583345E+16 -1.059202109E+03  1.333621445E+04  7.898594969E+04 -1.159090530E-09 -3.388913829E-09  2.442733051E-09 -5.248538745E+54 -1.546594070E+55 -1.895391168E+54  2.352954564E+32  1.163849950E+21  3.846318013E+13
            65538  4.779133901E+13  3.708554021E+18 -2.681826319E+18 -1.000027506E+16 -2.104219572E+05  6.798124737E+04  1.053292336E+05  2.004347374E-08 -5.535709548E-09 -8.187941415E-09 -1.176178737E+54  6.413833897E+53 -6.831008157E+54  1.627688032E+33  3.672479205E+21  4.360291836E+13
            65540  4.779133901E+13 -7.573651514E+18  9.939032935E+18 -8.792241642E+16  4.555592338E+03  1.825955747E+04  6.806714841E+04  1.786516065E-08  6.178674963E-08  3.045934553E-08 -5.274547345E+54 -1.572914573E+55 -1.909927345E+54  3.162680265E+32  2.253878624E+21  3.846318013E+13
            65538  4.780929844E+13  3.704457549E+18 -2.681101668E+18 -7.871306568E+15 -2.114047178E+05  6.833918762E+04  1.055026395E+05 -1.535450159E-08 -3.154823537E-09  2.615484777E-09 -1.198439795E+54  6.480362817E+53 -6.920342100E+54  1.694165889E+33  3.701556246E+21  4.360291836E+13
            65540  4.780929844E+13 -7.573802372E+18  9.939411313E+18 -8.744443610E+16  5.940020677E+03  1.783039068E+04  6.748978560E+04  3.192909765E-10 -3.008687533E-09  2.203987323E-09 -5.284275885E+54 -1.578701419E+55 -1.913237868E+54  3.410416348E+32  1.379420281E+21  3.846318013E+13
            65538  4.784518457E+13  3.696821270E+18 -2.679748822E+18 -3.863046790E+15 -2.115680827E+05  6.825723035E+04  1.049327520E+05  1.915134453E-08 -5.331093722E-09 -8.850221973E-09 -1.243039340E+54  6.602978738E+53 -7.122149186E+54  1.823299160E+33  3.598417345E+21  4.360291836E+13
            65540  4.784518457E+13 -7.573921658E+18  9.940210762E+18 -8.648425516E+16  1.143317935E+04  2.355937520E+04  6.867232756E+04  3.143142713E-08  7.074670427E-08  2.658326137E-08 -5.305823040E+54 -1.590520727E+55 -1.918711524E+54  3.929299810E+32  1.445916481E+21  3.846318013E+13
            65538  4.786312996E+13  3.692444747E+18 -2.679522302E+18 -5.847648543E+14 -2.128617740E+05  6.896848083E+04  1.044921441E+05 -1.610368147E-08 -2.814281138E-09  3.215030150E-09 -1.316112347E+54  6.091786881E+53 -7.276246640E+54  1.920883108E+33  5.437828902E+21  4.360291836E+13
            65540  4.786312996E+13 -7.573926241E+18  9.940600680E+18 -8.594152163E+16  1.268814325E+04  2.335239803E+04  6.814932733E+04  5.182204058E-10 -2.548901279E-09  2.700227106E-09 -5.315361955E+54 -1.596146809E+55 -1.921519132E+54  4.165818678E+32  1.317992521E+21  3.846318013E+13
            65538  4.789908181E+13  3.683926518E+18 -2.678058898E+18  4.004563853E+15 -2.123735025E+05  6.910812054E+04  1.039218380E+05  1.902806832E-08 -5.122436234E-09 -8.734808563E-09 -1.438864652E+54  5.958664250E+53 -7.528220016E+54  2.069713143E+33  4.139703863E+21  4.360291836E+13
            65540  4.789908181E+13 -7.573793709E+18  9.941490722E+18 -8.485509048E+16  1.813731103E+04  3.048734819E+04  6.953595757E+04  3.329012478E-08  8.392402696E-08  2.859104448E-08 -5.336872835E+54 -1.607503978E+55 -1.925471719E+54  4.650479991E+32  1.348084287E+21  3.846318013E+13
            65540  4.791702652E+13 -7.573668054E+18  9.941948981E+18 -8.424350944E+16  1.924893134E+04  3.034660763E+04  6.903785850E+04  6.590327467E-10 -2.036046353E-09  3.231940282E-09 -5.346132015E+54 -1.612768855E+55 -1.927470439E+54  4.868533976E+32  1.215144070E+21  3.846318013E+13
            65538  4.791702652E+13  3.679552756E+18 -2.677404196E+18  6.317591702E+15 -2.132817542E+05  6.951067062E+04  1.040580783E+05 -1.621111402E-08 -2.543587779E-09  2.974600950E-09 -1.500707097E+54  5.917141544E+53 -7.670501661E+54  2.149481340E+33  4.445222654E+21  4.360291836E+13
            65540  4.795300928E+13 -7.573305860E+18  9.943014559E+18 -8.300036920E+16  2.446146167E+04  3.825611107E+04  7.055986435E+04  3.403631518E-08  9.187903958E-08  3.026386201E-08 -5.366857829E+54 -1.623258075E+55 -1.929413633E+54  5.304041268E+32  1.210321975E+21  3.846318013E+13
            65538  4.795300928E+13  3.671059513E+18 -2.675452838E+18  1.008565326E+16 -2.124080142E+05  6.973446248E+04  1.037917308E+05  1.844987655E-08 -4.762255541E-09 -8.184790392E-09 -1.537442525E+54  6.372850708E+53 -7.841835705E+54  2.254643615E+33  2.922573637E+21  4.360291836E+13
            65540  4.797099347E+13 -7.573052426E+18  9.943575178E+18 -8.232013673E+16  2.543049365E+04  3.811908066E+04  7.009955061E+04  7.421322860E-10 -1.518744301E-09  3.771154267E-09 -5.375691519E+54 -1.627998091E+55 -1.930331781E+54  5.495966249E+32  1.067187047E+21  3.846318013E+13
            65538  4.797099347E+13  3.666729220E+18 -2.674527762E+18  1.204073115E+16 -2.131067116E+05  7.006026076E+04  1.040962254E+05 -1.638448954E-08 -2.299726035E-09  3.410227384E-09 -1.563600004E+54  6.635197196E+53 -7.948621027E+54  2.315828491E+33  3.402147344E+21  4.360291836E+13
            65540  4.800703185E+13 -7.572437953E+18  9.944867201E+18 -8.092756518E+16  3.027026637E+04  4.627684592E+04  7.180039024E+04  3.321247591E-08  9.468436522E-08  3.140674532E-08 -5.395101255E+54 -1.637295875E+55 -1.929780144E+54  5.870477094E+32  1.039200110E+21  3.846318013E+13
            65538  4.800703185E+13  3.658015817E+18 -2.672988410E+18  1.658008297E+16 -2.125720492E+05  7.072533050E+04  1.033286698E+05  1.758888590E-08 -4.327094030E-09 -7.360671450E-09 -1.627418505E+54  6.467582513E+53 -8.225313976E+54  2.449933373E+33  3.721168853E+21  4.360291836E+13
            65540  4.802502489E+13 -7.572032769E+18  9.945551207E+18 -8.016961247E+16  3.108641774E+04  4.612320302E+04  7.145025915E+04  7.570218218E-10 -1.044606418E-09  4.311306465E-09 -5.403337987E+54 -1.641225165E+55 -1.929253419E+54  6.029263422E+32  8.824873224E+20  3.846318013E+13
            65538  4.802502489E+13  3.653672273E+18 -2.672225385E+18  1.884803326E+16 -2.134045074E+05  7.124694269E+04  1.033134714E+05 -1.638154346E-08 -2.050844741E-09  3.605151621E-09 -1.659994385E+54  6.283394651E+53 -8.364733492E+54  2.516751652E+33  3.713561780E+21  4.360291836E+13
            65540  4.806088162E+13 -7.570761628E+18  9.946449583E+18 -7.201795672E+16  2.230901972E+04  5.701710624E+04  6.862455934E+04  3.162691137E-08  9.207861460E-08  3.336892745E-08 -5.452111536E+54 -1.679818693E+55 -1.976601220E+54  6.966321600E+32  2.613339692E+21  3.846318013E+13
            65538  4.806088162E+13  3.643398380E+18 -2.673483200E+18  2.592240956E+16 -2.235419149E+05  7.402949609E+04  1.017988553E+05  1.397776201E-08  1.213272887E-09 -1.091513248E-08 -1.638646998E+54  6.781843181E+53 -8.570303138E+54  2.395228946E+32  3.121012121E+21  4.360291836E+13
            65540  4.807892569E+13 -7.570450228E+18  9.947321013E+18 -7.038903886E+16  2.148464106E+04  5.730784526E+04  6.799852950E+04  9.422173473E-10 -3.365316309E-10  2.589099508E-09 -5.455108337E+54 -1.683973292E+55 -1.981019786E+54  7.117303122E+32  8.367375303E+20  3.846318013E+13
            65538  4.807892569E+13  3.639461399E+18 -2.673832442E+18  2.872491293E+16 -2.269659179E+05  7.466971163E+04  1.014383667E+05 -1.594992275E-08 -1.546270364E-09  3.223161879E-09 -1.628427204E+54  7.060035829E+53 -8.659559984E+54  2.896022344E+32  2.775390155E+21  4.360291836E+13
            65540  4.811464487E+13 -7.570965574E+18  9.946851107E+18 -6.345689949E+16  1.434009175E+04  6.872395634E+04  6.087841795E+04  3.539700571E-08  8.498570357E-08  2.052882284E-08 -5.459442600E+54 -1.690768845E+55 -1.987183522E+54  9.903286395E+31  7.961668877E+20  3.846318013E+13
            65538  4.811464487E+13  3.630682886E+18 -2.670843221E+18  3.446496247E+16 -2.256143559E+05  7.460082420E+04  1.002487161E+05  1.950852913E-08  5.020092348E-09 -1.617291064E-08 -1.638952486E+54  7.492245417E+53 -8.786280936E+54  3.821563170E+32  2.591159757E+21  4.360291836E+13
            65540  4.813258183E+13 -7.571009697E+18  9.947176250E+18 -6.118219750E+16  1.161681469E+04  6.990297386E+04  5.868167577E+04  1.546067194E-09  7.377653413E-10  1.369052885E-09 -5.461729684E+54 -1.693446628E+55 -1.988938990E+54  1.116671617E+32  7.043721360E+20  3.846318013E+13
            65538  4.813258183E+13  3.624670826E+18 -2.669458325E+18  3.662916194E+16 -2.255211441E+05  7.496054943E+04  1.018122865E+05 -1.645720817E-08 -1.947784379E-09  2.770574096E-09 -1.640127186E+54  8.077015131E+53 -8.877934921E+54  4.440341679E+32  3.449739353E+21  4.360291836E+13
            65540  4.816825735E+13 -7.569967897E+18  9.948358199E+18 -5.750922145E+16  1.146962115E+04  7.879770996E+04  5.778138561E+04  3.987655920E-08  8.257855363E-08  4.671704489E-09 -5.467485549E+54 -1.696838371E+55 -1.992426600E+54  1.321563096E+32  5.743196083E+20  3.846318013E+13
            65538  4.816825735E+13  3.610720655E+18 -2.670854740E+18  4.350299034E+16 -2.244024389E+05  7.921009620E+04  1.009280441E+05  2.556632873E-08  3.414621175E-09 -1.894146462E-08 -1.716658818E+54  8.534337199E+53 -9.227166762E+54  6.200490923E+32  4.933773857E+21  4.360291836E+13
            65540  4.818610856E+13 -7.569596223E+18  9.949157213E+18 -5.602751957E+16  1.041761984E+04  7.936721502E+04  5.740301971E+04  1.743419123E-09  1.459898594E-09  8.124624237E-10 -5.470002463E+54 -1.698237930E+55 -1.993624516E+54  1.409881502E+32  4.947473587E+20  3.846318013E+13
            65538  4.818610856E+13  3.604976449E+18 -2.670461365E+18  4.574269373E+16 -2.250444996E+05  8.053453996E+04  1.016334874E+05 -1.404835536E-08 -1.278613140E-09  2.238877666E-09 -1.733643259E+54  8.655846395E+53 -9.338247807E+54  6.865279709E+32  3.724053815E+21  4.360291836E+13
            65540  4.822194764E+13 -7.568921193E+18  9.951060538E+18 -5.370192660E+16  1.339501179E+04  8.712586150E+04  5.688811162E+04  4.383336870E-08  7.961094477E-08 -3.652396258E-10 -5.474563428E+54 -1.700446277E+55 -1.995056840E+54  1.556667703E+32  4.095702805E+20  3.846318013E+13
            65538  4.822194764E+13  3.594335184E+18 -2.668811564E+18  5.093755874E+16 -2.224222893E+05  8.310669863E+04  9.993987780E+04  2.969005493E-08  6.254345134E-09 -2.281908018E-08 -1.760473830E+54  8.544554133E+53 -9.483791530E+54  8.025681358E+32  3.237811344E+21  4.360291836E+13
            65540  4.823974917E+13 -7.568635293E+18  9.952237155E+18 -5.270342125E+16  1.335043231E+04  8.731864574E+04  5.677707640E+04  1.802331982E-09  1.810253779E-09  7.669510942E-10 -5.476066944E+54 -1.701156415E+55 -1.995167127E+54  1.604566396E+32  2.690706101E+20  3.846318013E+13
            65538  4.823974917E+13  3.589587299E+18 -2.667897666E+18  5.317546952E+16 -2.230237430E+05  8.372416419E+04  1.001848382E+05 -1.283862446E-08 -9.247590914E-10  1.905307591E-09 -1.770762966E+54  8.429455197E+53 -9.560109239E+54  8.624499346E+32  3.363856343E+21  4.360291836E+13
            65540  4.827569289E+13 -7.567923935E+18  9.958115788E+18 -4.902553540E+16  1.267723538E+04  8.680519225E+04  5.352438711E+04  4.791231536E-08  7.598973962E-08 -1.194923873E-09 -5.466914984E+54 -1.704305022E+55 -1.959669090E+54  1.815295835E+32  5.862760392E+20  3.846318013E+13
            65538  4.827569289E+13  3.580930364E+18 -2.666432242E+18  5.724964080E+16 -2.222217078E+05  8.479673041E+04  9.855080632E+04  3.150574931E-08  4.706149528E-09 -2.442530928E-08 -1.805327922E+54  8.144890240E+53 -9.758083166E+54  9.929886772E+32  3.631753466E+21  4.360291836E+13
            65540  4.829372744E+13 -7.567662738E+18  9.961180693E+18 -4.718272296E+16  1.005147758E+04  8.289548713E+04  5.206517497E+04  1.859430120E-09  5.851350703E-10  5.351128289E-10 -5.460328437E+54 -1.705703835E+55 -1.940432375E+54  1.919854800E+32  5.797704130E+20  3.846318013E+13
            65538  4.829372744E+13  3.576632945E+18 -2.665765623E+18  5.949926184E+16 -2.236051015E+05  8.500726564E+04  9.878042391E+04 -1.294323971E-08 -4.793098075E-10  2.101314393E-09 -1.826483025E+54  8.022399437E+53 -9.882801544E+54  1.067776987E+33  4.146947049E+21  4.360291836E+13
            65540  4.832963909E+13 -7.567141459E+18  9.967018409E+18 -4.364036877E+16  1.013118820E+04  8.103114660E+04  4.946454079E+04  6.029751877E-08  6.527498587E-08 -2.107885502E-09 -5.445098538E+54 -1.708136666E+55 -1.906397132E+54  2.148897409E+32  6.377946472E+20  3.846318013E+13
            65538  4.832963909E+13  3.567369680E+18 -2.662906158E+18  6.459586010E+16 -2.203471166E+05  8.565529015E+04  9.676639049E+04  3.512393022E-08  3.533853918E-09 -2.238828480E-08 -1.863704142E+54  8.710196233E+53 -1.000276986E+55  1.175576994E+33  3.001811231E+21  4.360291836E+13
            65540  4.834761869E+13 -7.566965449E+18  9.969570180E+18 -4.201323696E+16  7.847894724E+03  7.796378475E+04  4.864193890E+04  1.986521550E-09 -1.405875784E-09  8.704059730E-11 -5.438694318E+54 -1.708955960E+55 -1.894181969E+54  2.250241321E+32  5.636607316E+20  3.846318013E+13
            65538  4.834761869E+13  3.562741203E+18 -2.661615270E+18  6.712307709E+16 -2.207001059E+05  8.585621187E+04  9.688178781E+04 -1.300308532E-08 -6.630623322E-10  1.600671711E-09 -1.889893543E+54  9.048488225E+53 -1.008138814E+55  1.241073188E+33  3.642807102E+21  4.360291836E+13
            65540  4.838336682E+13 -7.566546447E+18  9.974374833E+18 -3.900423885E+16  1.023612133E+04  7.754204042E+04  4.719139762E+04  7.598203739E-08  6.098053845E-08 -2.738880769E-09 -5.425777684E+54 -1.710354998E+55 -1.873223547E+54  2.477643039E+32  6.361219192E+20  3.846318013E+13
            65538  4.838336682E+13  3.553502301E+18 -2.659036908E+18  7.149005254E+16 -2.180339471E+05  8.652565364E+04  9.595225775E+04  3.455046882E-08  1.994715521E-09 -2.052530186E-08 -1.946003021E+54  9.320511415E+53 -1.024713596E+55  1.367917569E+33  3.548279763E+21  4.360291836E+13
            65540  4.840130433E+13 -7.566392410E+18  9.976453749E+18 -3.768104848E+16  8.533728029E+03  7.521111718E+04  4.682285174E+04  2.150125933E-09 -2.858252166E-09 -2.248500321E-10 -5.420655523E+54 -1.710870308E+55 -1.865460276E+54  2.582034077E+32  5.819706030E+20  3.846318013E+13
            65538  4.840130433E+13  3.548967832E+18 -2.657746903E+18  7.353411114E+16 -2.186478312E+05  8.666058063E+04  9.648828738E+04 -1.275599675E-08 -8.822650362E-10  1.185164038E-09 -1.972749284E+54  9.461015981E+53 -1.035403001E+55  1.439842520E+33  4.009751008E+21  4.360291836E+13
            65540  4.843711331E+13 -7.565953547E+18  9.980432393E+18 -3.520509116E+16  1.341952983E+04  7.627389864E+04  4.615219451E+04  9.302842699E-08  6.102522179E-08 -3.157522349E-09 -5.411064022E+54 -1.711737852E+55 -1.852080481E+54  2.817883290E+32  6.586314469E+20  3.846318013E+13
            65538  4.843711331E+13  3.539365084E+18 -2.651777441E+18  8.480499331E+16 -2.184095913E+05  8.486994580E+04  9.145948233E+04  2.062215205E-08 -3.192751166E-09 -2.957307305E-08 -1.963766990E+54  9.608622247E+53 -1.045033015E+55  2.566361145E+32  3.230538979E+21  4.360291836E+13
            65540  4.845483787E+13 -7.565772051E+18  9.982233916E+18 -3.434890007E+16  1.250109807E+04  7.414539947E+04  4.618299300E+04  2.307567945E-09 -3.812863281E-09 -3.338619794E-10 -5.412865508E+54 -1.712496355E+55 -1.848298488E+54  2.938016831E+32  6.777800774E+20  3.846318013E+13
            65538  4.845483787E+13  3.535483405E+18 -2.650089701E+18  8.811640073E+16 -2.198550344E+05  8.436721917E+04  9.081093357E+04 -1.271770136E-08 -3.041330714E-09 -2.053769042E-09 -1.962212920E+54  9.687856380E+53 -1.050566899E+55  3.181804583E+32  3.472263428E+21  4.360291836E+13
            65540  4.849094852E+13 -7.556203497E+18  9.987023897E+18 -3.199841636E+16  4.874300974E+03  6.763455891E+04  5.964175963E+04  1.033873648E-07  6.036534063E-08 -3.615503301E-09 -5.382872367E+54 -1.740164256E+55 -1.928634450E+54  3.934029857E+32  2.758225541E+21  3.846318013E+13
            65538  4.849094852E+13  3.529236104E+18 -2.647435667E+18  9.011908213E+16 -2.230399420E+05  8.010998603E+04  9.155328413E+04  1.817464871E-08 -5.133261106E-09 -2.978056867E-08 -1.973491735E+54  9.973773722E+53 -1.063513048E+55  2.059410905E+32  3.137381310E+21  4.360291836E+13
            65540  4.850873394E+13 -7.555647818E+18  9.988443471E+18 -3.115078138E+16  3.876244626E+03  6.584624305E+04  6.062942397E+04  8.139458971E-11 -5.117323120E-09  2.474640114E-10 -5.389009259E+54 -1.743848558E+55 -1.932437141E+54  4.130686604E+32  1.105719054E+21  3.846318013E+13
            65538  4.850873394E+13  3.526134789E+18 -2.646650226E+18  9.139100786E+16 -2.251747356E+05  7.921627942E+04  9.211703014E+04 -1.423489599E-08 -3.434016546E-09 -1.751039610E-09 -1.981409044E+54  1.009778744E+54 -1.070231787E+55  2.620089349E+32  3.152461577E+21  4.360291836E+13
            65540  4.854498507E+13 -7.552386437E+18  9.991517678E+18 -3.096366721E+16  5.666350835E+03  6.205222037E+04  6.797121409E+04  7.969534191E-08  6.363700201E-08  7.214716250E-09 -5.406786515E+54 -1.752126800E+55 -1.939578783E+54  1.494666886E+32  1.191238050E+21  3.846318013E+13
            65538  4.854498507E+13  3.516723379E+18 -2.647648251E+18  9.556596026E+16 -2.277344337E+05  8.060414339E+04  9.070748407E+04  2.007194034E-08 -6.524048004E-09 -2.819863644E-08 -2.019129476E+54  1.054096929E+54 -1.084623092E+55  3.801562437E+32  3.259133693E+21  4.360291836E+13
            65540  4.856302404E+13 -7.551559202E+18  9.992653623E+18 -3.060238309E+16  4.898167306E+03  5.940201884E+04  6.978232201E+04 -6.269663464E-10 -5.470425104E-09  1.027581424E-09 -5.415354902E+54 -1.755818305E+55 -1.941139703E+54  1.680822699E+32  1.031964860E+21  3.846318013E+13
            65538  4.856302404E+13  3.512098221E+18 -2.647613040E+18  9.759769417E+16 -2.294677197E+05  8.122250313E+04  9.111620136E+04 -1.500081006E-08 -2.318252746E-09 -7.653162000E-10 -2.043639480E+54  1.073872908E+54 -1.092656937E+55  4.432545052E+32  3.497886392E+21  4.360291836E+13
            65540  4.859942895E+13 -7.549146357E+18  9.994659463E+18 -2.776098384E+16  6.891956083E+03  6.372621368E+04  7.539160716E+04  6.735335468E-08  6.886860393E-08  1.810527075E-08 -5.416290644E+54 -1.760150366E+55 -1.951760658E+54  1.985897907E+32  8.380057849E+20  3.846318013E+13
            65538  4.859942895E+13  3.500179332E+18 -2.648253796E+18  1.061436970E+17 -2.307373618E+05  8.534454304E+04  8.969960715E+04  2.478103052E-08 -5.920320351E-09 -2.662021963E-08 -2.081586548E+54  1.033676284E+54 -1.102459435E+55  2.929675084E+32  3.161719815E+21  4.360291836E+13
            65540  4.861744448E+13 -7.548431799E+18  9.995630256E+18 -2.640042110E+16  5.831300280E+03  6.310140406E+04  7.660713528E+04 -1.098303648E-09 -5.311440076E-09  1.325865084E-09 -5.416999779E+54 -1.761758160E+55 -1.955662101E+54  2.109412519E+32  6.856007212E+20  3.846318013E+13
            65538  4.861744448E+13  3.495935379E+18 -2.647518683E+18  1.089020374E+17 -2.323505824E+05  8.569247533E+04  9.004521578E+04 -1.436904230E-08 -1.545536358E-09 -1.814325942E-09 -2.102489627E+54  1.014268631E+54 -1.108339856E+55  3.578545387E+32  3.601727276E+21  4.360291836E+13
            65540  4.865417590E+13 -7.546895579E+18  9.997579301E+18 -2.382856842E+16  9.707748924E+03  6.901757185E+04  8.098167062E+04  5.780583156E-08  7.473603383E-08  2.229943251E-08 -5.420186231E+54 -1.765087898E+55 -1.964157185E+54  2.360319885E+32  6.830863839E+20  3.846318013E+13
            65538  4.865417590E+13  3.481643305E+18 -2.648033645E+18  1.074403444E+17 -2.307173606E+05  8.606236849E+04  1.024396952E+05  2.808444949E-08 -3.370981105E-09 -2.454298270E-08 -2.202027568E+54  1.116936308E+54 -1.128352709E+55  3.663520768E+32  5.650369788E+21  4.360291836E+13
            65540  4.867232600E+13 -7.546352695E+18  9.998580245E+18 -2.252506579E+16  9.384194180E+03  6.865924259E+04  8.175519886E+04 -1.337547329E-09 -5.005418560E-09  1.446847629E-09 -5.421504091E+54 -1.766401637E+55 -1.967322519E+54  2.462668544E+32  5.639015765E+20  3.846318013E+13
            65538  4.867232600E+13  3.473310188E+18 -2.645561362E+18  1.093821632E+17 -2.286121077E+05  8.600391774E+04  1.061897939E+05 -1.273660855E-08  1.291364235E-10  1.142499584E-09 -2.208720120E+54  1.179219797E+54 -1.141433301E+55  4.952288309E+32  7.100611396E+21  4.360291836E+13
            65540  4.870905187E+13 -7.554770442E+18  9.995305261E+18  2.791496035E+15 -2.054969963E+04  7.399460200E+04  5.109543499E+04  4.824976107E-08  7.190206912E-08  2.207719371E-08 -5.416685272E+54 -1.782753487E+55 -1.983531167E+54  1.068598698E+32  2.050137277E+21  3.846318013E+13
            65538  4.870905187E+13  3.465488067E+18 -2.645282708E+18  1.145788655E+17 -2.294088477E+05  8.630021443E+04  1.034495258E+05  3.152438132E-08 -2.014218713E-09 -1.857500380E-08 -2.315801382E+54  1.253265130E+54 -1.165658110E+55  6.821771302E+32  5.090370630E+21  4.360291836E+13
